,animal,sessionid,trialnumber,trial_block,lotterymag,lotteryprob,surebetmag,rewardreceived,lotterychoice,lotteryoutcome,musdose,region,choiceout,deltaEV,normdeltaEV,pstate1,pstate2,pstate3
112,2152,159529.0,37.0,37.0,4.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-6.399999999999999,-0.05479452054794519,0.00031595727672740733,0.04711561670497047,0.9525684260183035
113,2152,159529.0,38.0,38.0,16.0,0.55,3.0,128.0,1.0,1.0,0.0,ctrl,1.0,46.400000000000006,0.3972602739726028,0.00022511656250440837,0.04780538789450507,0.9519694955429882
114,2152,159529.0,39.0,39.0,32.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,116.80000000000001,1.0,0.000354164546833656,0.0481154465924915,0.9515303888606726
115,2152,159529.0,40.0,40.0,8.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,11.200000000000003,0.09589041095890412,0.0004416844301728003,0.048288452192266226,0.9512698633775583
116,2152,159529.0,41.0,41.0,16.0,0.55,3.0,128.0,1.0,1.0,0.0,ctrl,1.0,46.400000000000006,0.3972602739726028,0.00027465725774019657,0.04497237899212572,0.9547529637501355
117,2152,159529.0,43.0,43.0,0.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.0003749621406539325,0.04127184457154943,0.9583531932877943
118,2152,159529.0,44.0,44.0,32.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,116.80000000000001,1.0,0.0003475424896605698,0.0362586192965573,0.9633938382137848
119,2152,159529.0,46.0,46.0,0.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.00027440440753823424,0.031130192702310284,0.9685954028901518
120,2152,159529.0,47.0,47.0,8.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,11.200000000000003,0.09589041095890412,8.474991437328368e-05,0.024501010099219928,0.975414239986408
121,2152,159529.0,50.0,2.0,8.0,0.55,3.0,64.0,1.0,1.0,0.0,ctrl,1.0,11.200000000000003,0.09589041095890412,6.218068547211163e-05,0.02167449184779174,0.9782633274667358
122,2152,159529.0,51.0,3.0,32.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,116.80000000000001,1.0,0.0001133257225594094,0.021222274628035748,0.9786643996494074
123,2152,159529.0,53.0,5.0,4.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,-6.399999999999999,-0.05479452054794519,0.0001355852352684057,0.02058207860064691,0.9792823361640856
124,2152,159529.0,55.0,7.0,2.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.00017588425537911484,0.026739363403767015,0.9730847523408519
125,2152,159529.0,56.0,8.0,0.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.0001832728841153522,0.03085180184299277,0.9689649252728938
